tradeDate,closeIndex,highestIndex,lowestIndex,turnoverVol,CHG,CHGPct
2016-05-23,3087.2225,3098.4782,3076.5039,5969721600,9.0045,0.002925
2016-05-24,3063.556,3083.257,3052.591,5873438500,-23.6665,-0.007666
2016-05-25,3059.2259,3089.1022,3054.8697,5665280300,-4.3301,-0.001413
2016-05-26,3064.211,3072.524,3027.444,6039298100,4.9851,0.00163
2016-05-27,3062.4993,3073.7562,3052.1793,6046875000,-1.7117,-0.000559
2016-05-30,3066.71,3075.261,3037.665,6309857900,4.2107,0.001375
2016-05-31,3169.5598,3170.926,3068.5964,13886311100,102.8498,0.033538
2016-06-01,3160.547,3181.793,3159.818,11314848200,-9.0128,-0.002844
2016-06-02,3167.1,3168.824,3151.065,8600342700,6.553,0.002073
2016-06-03,3189.3255,3201.7492,3162.088,10149178300,22.2255,0.007018
2016-06-06,3178.788,3197.22,3168.554,7669375100,-10.5375,-0.003304
2016-06-07,3177.054,3186.617,3168.179,6892831400,-1.734,-0.000545
2016-06-08,3163.9864,3174.9719,3148.3517,7629177500,-13.0676,-0.004113
2016-06-13,3066.341,3145.606,3065.767,9297594700,-97.6454,-0.030862
2016-06-14,3075.9834,3078.7494,3055.6553,6627945700,9.6424,0.003145
2016-06-15,3116.3682,3128.6733,3042.2328,8739325700,40.3848,0.013129
2016-06-16,3094.675,3112.476,3089.478,8297470300,-21.6932,-0.006961
2016-06-17,3110.3572,3131.0485,3096.0901,8540298500,15.6822,0.005067
2016-06-20,3112.6744,3118.7254,3089.7127,6358714100,2.3172,0.000745
2016-06-21,3106.3175,3155.4927,3097.9402,8796534500,-6.3569,-0.002042
2016-06-22,3133.961,3134.061,3096.992,6648711300,27.6435,0.008899
2016-06-23,3117.317,3129.721,3102.481,6775173800,-16.644,-0.005311
2016-06-24,3077.155,3130.539,3033.965,10479220800,-40.162,-0.012884
2016-06-27,3120.544,3120.641,3064.966,8326725900,43.389,0.0141
2016-06-28,3136.401,3139.43,3099.701,9202463700,15.857,0.005081
2016-06-29,3151.3898,3158.0762,3139.1325,10372366800,14.9888,0.004779
2016-06-30,3153.921,3163.7205,3148.1987,7969261700,2.5312,0.000803
2016-07-01,3154.2003,3170.2583,3148.2948,7174628300,0.2793,8.9e-05
2016-07-04,3204.696,3210.602,3134.023,13331052900,50.4957,0.016009
2016-07-05,3207.383,3216.703,3197.996,13022689500,2.687,0.000838
2016-07-06,3216.8035,3217.5158,3183.4511,12489745800,9.4205,0.002937
2016-07-07,3209.9542,3220.5404,3190.1235,11859520200,-6.8493,-0.002129
2016-07-08,3192.2804,3204.9283,3183.9594,8973485500,-17.6738,-0.005506
2016-07-11,3203.33,3235.962,3197.626,13852951100,11.0496,0.003461
2016-07-12,3273.1823,3273.4738,3200.3034,17253421700,69.8523,0.021806
2016-07-13,3282.8681,3300.9912,3271.7752,17519609000,9.6858,0.002959
2016-07-14,3276.764,3281.95,3259.065,10752579800,-6.1041,-0.001859
2016-07-15,3276.2775,3285.026,3265.2906,10266502600,-0.4865,-0.000148
2016-07-18,3262.0222,3281.6375,3251.7659,11031251800,-14.2553,-0.004351
2016-07-19,3248.2341,3264.7303,3226.1987,8888686100,-13.7881,-0.004227
2016-07-20,3237.605,3254.508,3232.257,7270125500,-10.6291,-0.003272
2016-07-21,3252.523,3271.374,3238.303,8600482500,14.918,0.004608
2016-07-22,3225.162,3253.769,3220.894,8602912800,-27.361,-0.008412
2016-07-25,3230.885,3243.79,3218.142,7020318500,5.723,0.001774
2016-07-26,3269.588,3269.746,3228.008,8105108900,38.703,0.011979
2016-07-27,3218.243,3276.511,3157.409,16018866500,-51.345,-0.015704
2016-07-28,3221.137,3235.782,3195.27,11277996400,2.894,0.000899
2016-07-29,3203.93,3225.418,3198.684,8804483700,-17.207,-0.005342
2016-08-01,3176.809,3199.975,3156.749,8700349700,-27.121,-0.008465
2016-08-02,3189.053,3189.053,3165.542,6216763900,12.244,0.003854
2016-08-03,3193.507,3197.157,3173.536,7286410200,4.454,0.001397
2016-08-04,3201.289,3201.554,3170.419,7350437300,7.782,0.002437
2016-08-05,3205.11,3224.873,3192.861,7719636600,3.821,0.001194
2016-08-08,3234.183,3234.48,3187.252,8667605100,29.073,0.009071
2016-08-09,3256.981,3257.334,3229.174,9106525900,22.798,0.007049
2016-08-10,3243.341,3261.861,3242.751,9043037200,-13.64,-0.004188
2016-08-11,3233.36,3274.026,3232.613,10104121300,-9.981,-0.003077
2016-08-12,3294.234,3294.234,3231.137,11625404400,60.874,0.018827
2016-08-15,3393.424,3417.915,3302.378,22054342100,99.19,0.03011
2016-08-16,3378.245,3418.688,3372.021,19638974000,-15.179,-0.004473
2016-08-17,3373.0476,3394.3887,3356.9244,13884768800,-5.1974,-0.001538
2016-08-18,3364.4851,3394.7912,3349.6879,14238016900,-8.5625,-0.002539
2016-08-19,3365.02,3374.045,3341.192,11996150800,0.5349,0.000159
2016-08-22,3336.7949,3372.8331,3335.4695,10795100800,-28.2251,-0.008388
2016-08-23,3341.83,3359.648,3324.96,9292451600,5.0351,0.001509
2016-08-24,3329.8631,3348.1291,3323.7251,8119142900,-11.9669,-0.003581
2016-08-25,3308.972,3315.081,3279.806,10058915300,-20.8911,-0.006274
2016-08-26,3307.0902,3328.9453,3301.7359,8153069100,-1.8818,-0.000569
2016-08-29,3307.7812,3315.0789,3297.0697,7703633300,0.691,0.000209
2016-08-30,3311.987,3325.122,3304.597,7572598700,4.2058,0.001271
2016-08-31,3327.7938,3333.9729,3304.6552,7957080500,15.8068,0.004773
2016-09-01,3301.5767,3329.3455,3301.2129,8494721900,-26.2171,-0.007878
2016-09-02,3314.1142,3320.4252,3295.7554,8279180300,12.5375,0.003797
2016-09-05,3319.6803,3338.4197,3314.6293,7829247700,5.5661,0.00168
2016-09-06,3342.626,3347.951,3300.126,9828399800,22.9457,0.006912
2016-09-07,3340.8172,3357.3567,3337.7508,10294010600,-1.8088,-0.000541
2016-09-08,3339.564,3343.395,3328.226,7191615800,-1.2532,-0.000375
2016-09-09,3318.044,3344.951,3318.044,8265703600,-21.52,-0.006444
2016-09-12,3262.604,3276.716,3234.573,12291768200,-55.44,-0.016709
2016-09-13,3260.333,3269.222,3246.386,6718028800,-2.271,-0.000696
2016-09-14,3238.7299,3254.995,3231.3355,7043269700,-21.6031,-0.006626
2016-09-19,3263.124,3264.9,3242.743,5883108200,24.3941,0.007532
2016-09-20,3257.403,3265.035,3252.389,5278420600,-5.721,-0.001753
2016-09-21,3266.636,3270.902,3254.321,5914297900,9.233,0.002834
2016-09-22,3291.1211,3303.1993,3277.9791,7575354200,24.4851,0.007496
2016-09-23,3275.667,3293.916,3275.025,5799398600,-15.4541,-0.004696
2016-09-26,3220.2838,3267.6905,3220.2838,7045218600,-55.3832,-0.016907
2016-09-27,3240.755,3240.776,3214.441,5846055000,20.4712,0.006357
2016-09-28,3230.8904,3243.647,3227.996,4472749800,-9.8646,-0.003044
2016-09-29,3244.387,3257.767,3234.803,5545255600,13.4966,0.004177
2016-09-30,3253.2848,3260.9405,3239.0364,4497802200,8.8978,0.002743
2016-10-10,3293.869,3294.641,3258.958,8051926000,40.5842,0.012475
2016-10-11,3306.557,3308.004,3292.878,8771316300,12.688,0.003852
2016-10-12,3300.0099,3302.561,3289.7532,6866978100,-6.5471,-0.00198
2016-10-13,3302.646,3307.409,3292.397,8122419800,2.6361,0.000799
2016-10-14,3305.8481,3306.6859,3285.729,8231627100,3.2021,0.00097
2016-10-17,3277.879,3309.01,3271.541,8611350900,-27.9691,-0.00846
2016-10-18,3321.3324,3321.3324,3272.6815,10286071400,43.4534,0.013257
2016-10-19,3316.241,3332.52,3309.831,10116772500,-5.0914,-0.001533
2016-10-20,3318.6044,3324.9031,3312.1741,7923887100,2.3634,0.000713
2016-10-21,3327.74,3341.5603,3309.1787,10978517600,9.1356,0.002753
2016-10-24,3367.5778,3382.8259,3330.9674,15301434500,39.8378,0.011971
2016-10-25,3367.4547,3373.9139,3356.5853,11119169300,-0.1231,-3.7e-05
2016-10-26,3354.8003,3367.831,3349.5744,9802478600,-12.6544,-0.003758
2016-10-27,3345.695,3352.3545,3335.1332,7762985100,-9.1053,-0.002714
2016-10-28,3340.1262,3370.7485,3337.2888,9313330900,-5.5688,-0.001664
2016-10-31,3336.2778,3340.4695,3317.3279,7135286300,-3.8484,-0.001152
2016-11-01,3359.052,3359.394,3334.457,7493819900,22.7742,0.006826
2016-11-02,3333.352,3356.397,3331.384,9119710400,-25.7,-0.007651
2016-11-03,3365.085,3379.989,3324.838,12622350400,31.733,0.00952
2016-11-04,3354.1749,3377.6394,3348.4263,10406965500,-10.9101,-0.003242
2016-11-07,3356.592,3362.742,3342.312,9987798800,2.4171,0.000721
2016-11-08,3371.1177,3383.9174,3361.1292,10314828200,14.5257,0.004328
2016-11-09,3353.0547,3373.096,3322.0798,13911005900,-18.063,-0.005358
2016-11-10,3390.612,3403.016,3374.906,13470553500,37.5573,0.011201
2016-11-11,3417.221,3422.672,3382.893,19878149600,26.609,0.007848
2016-11-14,3430.248,3452.616,3408.139,21324710500,13.027,0.003812
2016-11-15,3429.87,3434.922,3415.995,13456632000,-0.378,-0.00011
2016-11-16,3429.592,3435.637,3419.244,12980851100,-0.278,-8.1e-05
2016-11-17,3436.535,3437.669,3412.877,12156173100,6.943,0.002024
2016-11-18,3417.4554,3443.1185,3413.2698,11595120500,-19.0796,-0.005552
2016-11-21,3441.111,3463.142,3412.08,14643452900,23.6556,0.006922
2016-11-22,3468.364,3469.219,3443.22,16852344600,27.253,0.00792
2016-11-23,3474.7289,3492.9564,3465.7639,16238850400,6.3649,0.001835
2016-11-24,3488.7402,3508.1648,3467.0108,14574630100,14.0113,0.004032
2016-11-25,3521.2984,3521.3029,3463.9477,15362150600,32.5582,0.009332
2016-11-28,3535.081,3553.36,3528.32,20737548300,13.7826,0.003914
2016-11-29,3564.0404,3583.7185,3521.3787,23691835600,28.9594,0.008192
2016-11-30,3538.001,3567.069,3527.023,17856017800,-26.0394,-0.007306
2016-12-01,3565.036,3575.97,3543.245,18017076100,27.035,0.007641
2016-12-02,3528.9547,3562.5497,3516.7881,19635548000,-36.0813,-0.010121
2016-12-05,3469.4073,3496.8838,3457.3433,18085235500,-59.5474,-0.016874
2016-12-06,3459.153,3477.59,3456.807,11552909000,-10.2543,-0.002956
2016-12-07,3475.7473,3475.7473,3445.7561,11434510300,16.5943,0.004797
2016-12-08,3470.1426,3484.3402,3466.512,11738392200,-5.6047,-0.001613
2016-12-09,3493.7004,3507.9276,3461.7612,15030330800,23.5578,0.006789
2016-12-12,3409.1794,3495.8022,3400.793,18746775100,-84.521,-0.024192
2016-12-13,3405.036,3416.215,3370.596,12110509700,-4.1434,-0.001215
2016-12-14,3378.9453,3412.2795,3378.2656,12400774400,-26.0907,-0.007662
2016-12-15,3340.4338,3378.0367,3327.1429,11496066000,-38.5115,-0.011397
2016-12-16,3346.0305,3356.2916,3330.4928,9077542200,5.5967,0.001675
2016-12-19,3328.9827,3344.8584,3324.9986,8164067800,-17.0478,-0.005095
2016-12-20,3309.064,3329.102,3289.268,8756959200,-19.9187,-0.005983
2016-12-21,3338.536,3342.476,3313.745,10825499500,29.472,0.008906
2016-12-22,3335.672,3340.3628,3322.7196,9227724900,-2.864,-0.000858
2016-12-23,3307.5991,3334.8937,3300.8843,9744471300,-28.0729,-0.008416
2016-12-26,3322.401,3322.421,3267.048,8979398200,14.8019,0.004475
2016-12-27,3316.3852,3330.2324,3315.8318,7548635900,-6.0158,-0.001811
2016-12-28,3301.889,3320.547,3293.174,6900043700,-14.4962,-0.004371
2016-12-29,3297.7648,3312.113,3288.0959,7008792300,-4.1242,-0.001249
2016-12-30,3310.0808,3313.5497,3295.7513,7174411600,12.316,0.003735
2017-01-03,3342.2272,3345.2629,3313.9534,8656789600,32.1464,0.009712
2017-01-04,3368.312,3369.566,3338.153,9005082700,26.0848,0.007805
2017-01-05,3367.789,3373.412,3361.462,8833635700,-0.523,-0.000155
2017-01-06,3347.6665,3368.8705,3346.8914,8745911400,-20.1225,-0.005975
2017-01-09,3363.9014,3366.2219,3344.3472,8370794200,16.2349,0.00485
2017-01-10,3358.272,3370.505,3354.088,8381916000,-5.6294,-0.001673
2017-01-11,3334.495,3366.632,3334.298,9107143800,-23.777,-0.00708
2017-01-12,3317.6241,3343.1279,3315.9629,8123913500,-16.8709,-0.00506
2017-01-13,3319.9122,3338.174,3309.3741,8418058900,2.2881,0.00069
2017-01-16,3319.446,3322.782,3264.207,15777913500,-0.4662,-0.00014
2017-01-17,3326.356,3327.377,3292.204,6945332800,6.91,0.002082
2017-01-18,3339.365,3350.962,3320.406,7062322700,13.009,0.003911
2017-01-19,3329.289,3346.496,3324.684,6615980800,-10.076,-0.003017
2017-01-20,3354.889,3358.412,3326.374,6530046200,25.6,0.007689
2017-01-23,3364.081,3378.739,3355.848,7555749800,9.192,0.00274
2017-01-24,3364.4509,3371.32,3355.899,6619422600,0.3699,0.00011
2017-01-25,3375.904,3376.442,3357.218,5837693100,11.4531,0.003404
2017-01-26,3387.961,3395.885,3378.261,6531664700,12.057,0.003571
2017-02-03,3364.492,3392.477,3362.565,5518886100,-23.469,-0.006927
2017-02-06,3373.205,3381.335,3358.752,6852136000,8.713,0.00259
2017-02-07,3365.685,3376.71,3354.625,6375446200,-7.52,-0.002229
2017-02-08,3383.288,3383.686,3347.43,7540287900,17.603,0.00523
2017-02-09,3396.292,3406.589,3379.787,9755851500,13.004,0.003844
2017-02-10,3413.487,3422.326,3398.03,12376872000,17.195,0.005063
2017-02-13,3436.275,3439.5432,3416.8746,12014453800,22.788,0.006676
2017-02-14,3435.804,3440.675,3424.403,9480946500,-0.471,-0.000137
2017-02-15,3421.7131,3448.0322,3417.0811,12764333800,-14.0909,-0.004101
2017-02-16,3440.933,3440.933,3418.351,10827696200,19.2199,0.005617
2017-02-17,3421.4419,3457.5562,3419.6143,11460003600,-19.4911,-0.005664
2017-02-20,3471.393,3472.604,3421.643,13262886200,49.9511,0.014599
2017-02-21,3482.823,3490.0855,3472.017,11484200900,11.43,0.003293
2017-02-22,3489.757,3489.946,3473.524,10281599400,6.934,0.001991
2017-02-23,3473.3236,3492.9616,3460.118,9953633000,-16.4334,-0.004709
2017-02-24,3473.852,3473.852,3455.251,9553513300,0.5284,0.000152
2017-02-27,3446.2228,3472.8356,3441.3938,9867216000,-27.6292,-0.007953
2017-02-28,3452.81,3460.909,3441.359,7521526000,6.5872,0.001911
2017-03-01,3458.4376,3472.6962,3449.109,10326035400,5.6276,0.00163
2017-03-02,3435.096,3468.471,3434.001,8989807700,-23.3416,-0.006749
2017-03-03,3427.8628,3428.8824,3412.8312,8099465200,-7.2332,-0.002106
2017-03-06,3446.484,3449.034,3425.904,8307088200,18.6212,0.005432
2017-03-07,3453.957,3454.039,3440.057,8033472000,7.473,0.002168
2017-03-08,3448.7313,3457.0351,3441.2575,7958769000,-5.2257,-0.001513
2017-03-09,3426.944,3443.046,3414.678,8457038100,-21.7873,-0.006317
2017-03-10,3427.8916,3436.2388,3423.9369,7001619900,0.9476,0.000277
2017-03-13,3458.098,3458.098,3412.6879,9168412400,30.2064,0.008812
2017-03-14,3456.693,3465.392,3448.903,7707796300,-1.405,-0.000406
2017-03-15,3463.6436,3463.9191,3445.2676,7910495400,6.9506,0.002011
2017-03-16,3481.507,3492.127,3472.269,10633391300,17.8634,0.005157
2017-03-17,3445.805,3488.497,3441.469,10375556000,-35.702,-0.010255
2017-03-20,3449.613,3454.063,3429.825,8873432200,3.808,0.001105
2017-03-21,3466.3468,3466.7026,3445.6416,8770785500,16.7338,0.004851
2017-03-22,3450.0502,3464.3328,3433.4994,10493589400,-16.2966,-0.004701
2017-03-23,3461.9782,3470.8164,3435.6912,9431806200,11.928,0.003457
2017-03-24,3489.5997,3499.3179,3461.1108,12564583300,27.6215,0.007979
2017-03-27,3478.0385,3505.9789,3474.5206,10701537700,-11.5612,-0.003313
2017-03-28,3469.8093,3482.2923,3461.4678,8419482000,-8.2292,-0.002366
2017-03-29,3465.1933,3483.0571,3455.5529,10485170600,-4.616,-0.00133
2017-03-30,3436.758,3467.3049,3422.366,11637692200,-28.4353,-0.008206
2017-03-31,3456.0455,3456.3051,3430.8197,9157749100,19.2875,0.005612
2017-04-05,3503.8932,3504.5379,3475.1486,14339901700,47.8477,0.013845
2017-04-06,3514.0469,3517.7779,3495.7246,13676700400,10.1537,0.002898
2017-04-07,3517.4634,3526.815,3506.3885,14029320400,3.4165,0.000972
2017-04-10,3505.1392,3522.7955,3502.0826,14188738000,-12.3242,-0.003504
2017-04-11,3517.328,3520.1315,3466.139,16594583200,12.1888,0.003477
2017-04-12,3509.4387,3523.0975,3497.9991,18182453700,-7.8893,-0.002243
2017-04-13,3514.5662,3518.4385,3496.5699,12998181300,5.1275,0.001461
2017-04-14,3486.5045,3517.4664,3476.9468,13547407800,-28.0617,-0.007984
2017-04-17,3479.9417,3480.5696,3453.6759,11716496100,-6.5628,-0.001882
2017-04-18,3462.7429,3489.0845,3462.6297,11092782300,-17.1988,-0.004942
2017-04-19,3445.8761,3459.3524,3418.514,12134926400,-16.8668,-0.004871
2017-04-20,3461.5481,3465.6088,3440.7151,11418420800,15.672,0.004548
2017-04-21,3466.7865,3475.5622,3449.5421,10441911000,5.2384,0.001513
2017-04-24,3431.2587,3458.2279,3403.9792,11466079100,-35.5278,-0.010248
2017-04-25,3440.9743,3449.6716,3422.6521,9407214800,9.7156,0.002831
2017-04-26,3445.1832,3466.5651,3439.1505,11194002900,4.2089,0.001223
2017-04-27,3446.7202,3449.2723,3399.5392,12329842500,1.537,0.000446
2017-04-28,3439.753,3439.904,3417.2375,10163235100,-6.9672,-0.002021
2017-05-02,3426.5766,3436.3064,3418.6652,9279746200,-13.1764,-0.003831
2017-05-03,3413.1282,3432.2248,3403.0782,9166962400,-13.4484,-0.003925
2017-05-04,3404.3864,3421.3953,3391.277,10348207500,-8.7418,-0.002561
2017-05-05,3382.5502,3395.4532,3366.5568,10989533300,-21.8362,-0.006414
2017-05-08,3358.8125,3374.1571,3339.5743,12374928700,-23.7377,-0.007018
2017-05-09,3352.5324,3358.0463,3327.5901,7677166800,-6.2801,-0.00187
2017-05-10,3337.7007,3369.4345,3336.003,9208262800,-14.8317,-0.004424
2017-05-11,3356.6459,3359.6003,3312.8921,10925289000,18.9452,0.005676
2017-05-12,3385.3787,3387.2677,3349.1671,9338646600,28.7328,0.00856
2017-05-15,3399.1937,3406.581,3391.5881,8297761100,13.815,0.004081
2017-05-16,3428.6491,3428.8531,3373.552,10524241600,29.4554,0.008665
2017-05-17,3409.9656,3433.9695,3408.1541,9973683700,-18.6835,-0.005449
2017-05-18,3398.1127,3409.9319,3383.935,8575958900,-11.8529,-0.003476
2017-05-19,3403.8492,3405.9448,3392.3776,7147352500,5.7365,0.001688
2017-05-22,3411.2387,3424.1776,3391.1748,9253955900,7.3895,0.002171
2017-05-23,3424.194,3434.7662,3401.5338,11691103300,12.9553,0.003798
2017-05-24,3424.1669,3424.1669,3383.8922,8355316100,-0.0271,-8e-06
2017-05-25,3485.6581,3490.4176,3413.2246,13072163100,61.4912,0.017958
2017-05-26,3480.4345,3498.3148,3473.04,10324115300,-5.2236,-0.001499
2017-05-31,3492.8845,3515.0812,3474.9215,10482974400,12.45,0.003577
2017-06-01,3497.7382,3499.8142,3476.4283,10312772400,4.8537,0.00139
2017-06-02,3486.5074,3498.1189,3470.2017,8266801000,-11.2308,-0.003211
2017-06-05,3468.7538,3484.1244,3462.3144,7973815200,-17.7536,-0.005092
2017-06-06,3492.8816,3492.8816,3460.4534,6408938800,24.1278,0.006956
2017-06-07,3533.8718,3537.0947,3491.1328,10441996800,40.9902,0.011735
2017-06-08,3560.9786,3562.2724,3528.179,9022490500,27.1068,0.007671
2017-06-09,3576.1703,3590.8872,3560.6336,10118826500,15.1917,0.004266
2017-06-12,3574.3894,3603.6901,3565.9012,9038116700,-1.7809,-0.000498
2017-06-13,3582.2674,3584.4094,3559.2134,7517713800,7.878,0.002204
2017-06-14,3535.2987,3571.2483,3530.274,8381078300,-46.9687,-0.013111
2017-06-15,3528.7926,3542.2796,3508.9461,8263253500,-6.5061,-0.00184
2017-06-16,3518.7611,3536.1401,3514.3892,7645270700,-10.0315,-0.002843
2017-06-19,3553.6653,3554.91,3520.0602,7979714100,34.9042,0.009919
2017-06-20,3546.494,3563.6964,3539.5149,8050955900,-7.1713,-0.002018
2017-06-21,3587.955,3587.9863,3545.5666,8785982400,41.461,0.011691
2017-06-22,3590.3425,3635.5273,3581.3375,13552698700,2.3875,0.000665
2017-06-23,3622.8831,3623.2352,3569.3225,10512913400,32.5406,0.009063
2017-06-26,3668.0919,3671.9435,3627.0208,13463799500,45.2088,0.012479
2017-06-27,3674.7152,3676.5328,3648.7635,9755870200,6.6233,0.001806
2017-06-28,3646.1666,3672.1887,3644.0268,9792085800,-28.5486,-0.007769
2017-06-29,3668.8279,3669.1345,3644.7331,8558949800,22.6613,0.006215
2017-06-30,3666.7977,3669.7584,3646.2272,8151002800,-2.0302,-0.000553
2017-07-03,3650.8463,3667.5957,3633.7825,8882086000,-15.9514,-0.00435
2017-07-04,3619.9841,3646.8455,3611.6911,9507141300,-30.8622,-0.008453
2017-07-05,3659.6795,3660.7291,3610.4586,8823242500,39.6954,0.010966
2017-07-06,3660.0967,3666.7745,3629.56,10237924500,0.4172,0.000114
2017-07-07,3655.9293,3657.1131,3631.8702,10373549700,-4.1674,-0.001139
2017-07-10,3653.6868,3667.8455,3641.5277,12059191000,-2.2425,-0.000613
2017-07-11,3670.8086,3701.2087,3645.9946,11876082600,17.1218,0.004686
2017-07-12,3658.8236,3691.5814,3640.5893,12228779200,-11.985,-0.003265
2017-07-13,3686.9205,3690.4832,3652.5658,12566954900,28.0969,0.007679
2017-07-14,3703.094,3703.094,3672.7425,10551400500,16.1735,0.004387
2017-07-17,3663.5575,3716.47,3621.3652,17882160000,-39.5365,-0.010677
2017-07-18,3667.1807,3667.5408,3622.0414,12462205600,3.6232,0.000989
2017-07-19,3729.7466,3731.0468,3658.2035,18247778700,62.5659,0.017061
2017-07-20,3747.8843,3750.1938,3723.0689,14241003900,18.1377,0.004863
2017-07-21,3728.5976,3751.6947,3722.0656,11794122600,-19.2867,-0.005146
2017-07-24,3743.4686,3755.1902,3719.8488,13486872200,14.871,0.003988
2017-07-25,3719.559,3752.1559,3713.2766,12167205900,-23.9096,-0.006387
2017-07-26,3705.3884,3738.5316,3684.1819,13632521000,-14.1706,-0.00381
2017-07-27,3712.1947,3716.6888,3672.4971,14500290400,6.8063,0.001837
2017-07-28,3721.8914,3725.5378,3696.7776,11141139200,9.6967,0.002612
2017-07-31,3737.8732,3746.5207,3713.655,14842903900,15.9818,0.004294
2017-08-01,3770.3828,3770.4043,3737.0954,15254653900,32.5096,0.008697
2017-08-02,3760.8525,3784.3511,3759.2764,17229338300,-9.5303,-0.002528
2017-08-03,3727.8264,3766.3452,3718.4351,14615394400,-33.0261,-0.008782
2017-08-04,3707.5796,3738.7312,3707.003,15747006000,-20.2468,-0.005431
2017-08-07,3726.7948,3730.7774,3689.9552,12423153000,19.2152,0.005183
2017-08-08,3732.2129,3737.3344,3718.8116,13724192800,5.4181,0.001454
2017-08-09,3731.044,3738.999,3713.5668,12467998900,-1.1689,-0.000313
2017-08-10,3715.9208,3746.8614,3688.1766,13008512800,-15.1232,-0.004053
2017-08-11,3647.3503,3700.4944,3645.0945,15038742100,-68.5705,-0.018453
2017-08-14,3694.6831,3698.3663,3651.3754,11530845100,47.3328,0.012977
2017-08-15,3706.0566,3719.2931,3692.2802,10644485700,11.3735,0.003078
2017-08-16,3701.4207,3707.144,3679.7338,10413414100,-4.6359,-0.001251
2017-08-17,3721.277,3722.6239,3704.4126,10865625100,19.8563,0.005365
2017-08-18,3724.6748,3733.4914,3700.4112,9656170500,3.3978,0.000913
2017-08-21,3740.9941,3744.2631,3728.6157,10031307300,16.3193,0.004381
2017-08-22,3752.298,3758.2924,3734.5556,10029285600,11.3039,0.003022
2017-08-23,3756.0884,3772.4568,3741.7204,10496157300,3.7904,0.00101
2017-08-24,3734.6458,3765.7082,3729.0876,8994737200,-21.4426,-0.005709
2017-08-25,3795.7544,3795.9693,3736.2916,12994090000,61.1086,0.016363
2017-08-28,3842.7119,3866.9422,3805.6567,18557632500,46.9575,0.012371
2017-08-29,3834.5376,3847.9303,3825.7597,12822707000,-8.1743,-0.002127
2017-08-30,3834.3005,3854.7062,3827.8607,14135285700,-0.2371,-6.2e-05
2017-08-31,3822.0928,3840.199,3800.8861,13294493500,-12.2077,-0.003184
2017-09-01,3830.5383,3843.6176,3818.1586,15864551100,8.4455,0.00221
2017-09-04,3845.6163,3847.0906,3813.5537,14956632000,15.078,0.003936
2017-09-05,3857.0464,3865.2938,3841.9514,12496415500,11.4301,0.002972
2017-09-06,3849.4499,3858.2481,3831.3835,13139872300,-7.5965,-0.00197
2017-09-07,3829.8713,3858.1617,3828.835,12388418100,-19.5786,-0.005086
2017-09-08,3825.9895,3843.0186,3813.9833,10603650400,-3.8818,-0.001014
2017-09-11,3825.6453,3850.7409,3817.5108,12388399700,-0.3442,-9e-05
2017-09-12,3837.9341,3849.3885,3822.0037,14419024200,12.2888,0.003212
2017-09-13,3842.6061,3847.7841,3822.9441,9541078500,4.672,0.001217
2017-09-14,3829.9554,3854.4931,3820.0876,11535858300,-12.6507,-0.003292
2017-09-15,3831.2965,3843.297,3818.5234,12242700600,1.3411,0.00035
2017-09-18,3843.1428,3862.3589,3832.9626,11793440500,11.8463,0.003092
2017-09-19,3832.1161,3857.303,3820.2885,11243298700,-11.0267,-0.002869
2017-09-20,3842.4353,3850.9426,3827.8858,10112954200,10.3192,0.002693
2017-09-21,3837.8176,3860.7977,3837.384,11109819200,-4.6177,-0.001202
2017-09-22,3837.7304,3842.252,3816.8225,10061980200,-0.0872,-2.3e-05
2017-09-25,3817.7915,3835.3894,3811.1192,10394897600,-19.9389,-0.005195
2017-09-26,3820.7816,3821.6928,3808.3827,8186940700,2.9901,0.000783
2017-09-27,3821.2,3832.566,3818.8147,8565581100,0.4184,0.00011
2017-09-28,3822.5386,3827.3308,3813.7532,9354406900,1.3386,0.00035
2017-09-29,3836.5013,3852.2236,3825.2021,9330602800,13.9627,0.003653
2017-10-09,3882.2076,3918.8391,3876.0322,13553585100,45.7063,0.011914
2017-10-10,3889.8637,3900.7418,3855.4666,11253258600,7.6561,0.001972
2017-10-11,3902.6868,3913.0695,3885.497,10441815100,12.8231,0.003297
2017-10-12,3912.9536,3917.4435,3897.5472,9434092100,10.2668,0.002631
2017-10-13,3921.0017,3927.1744,3908.8885,9014206800,8.0481,0.002057
2017-10-16,3913.4462,3947.4239,3913.3224,12135503300,-7.5555,-0.001927
2017-10-17,3913.0688,3924.6141,3900.4758,8224122700,-0.3774,-9.6e-05
2017-10-18,3944.1626,3944.4106,3914.8152,10096984100,31.0938,0.007946
2017-10-19,3931.2495,3944.0349,3923.6455,10652725200,-12.9131,-0.003274
2017-10-20,3926.852,3928.9607,3910.1974,7298018000,-4.3975,-0.001119
2017-10-23,3930.7981,3936.2729,3920.6562,8148498000,3.9461,0.001005
2017-10-24,3959.3953,3959.4951,3922.0288,9305815400,28.5972,0.007275
2017-10-25,3976.949,3978.0893,3954.0011,8820545800,17.5537,0.004433
2017-10-26,3993.5752,4013.5988,3973.5535,12989546500,16.6262,0.004181
2017-10-27,4021.9676,4024.4645,3991.354,12667284600,28.3924,0.00711
2017-10-30,4009.7218,4033.3394,3960.2698,15738760300,-12.2458,-0.003045
2017-10-31,4006.7179,4009.2828,3983.2565,10917877900,-3.0039,-0.000749
